GID_0,GID_1,GID_3,population,area_km2,population_km2
BGD,BGD.5,BGD.5.8.9_1,608500.9025,415,1466.267235
BGD,BGD.6,BGD.6.1.1_1,280039.7362,349,802.4061209
BGD,BGD.6,BGD.6.1.2_1,207906.4876,213,976.0867961
BGD,BGD.6,BGD.6.1.3_1,362908.3719,415,874.4780046
BGD,BGD.6,BGD.6.1.4_1,,,
BGD,BGD.6,BGD.6.1.5_1,322562.4989,317,1017.547315
BGD,BGD.6,BGD.6.1.6_1,541534.537,357,1516.903465
BGD,BGD.6,BGD.6.1.7_1,235028.7451,230,1021.864109
BGD,BGD.6,BGD.6.1.8_1,137998.8937,150,919.9926249
BGD,BGD.6,BGD.6.1.9_1,96895.10782,99,978.7384628
BGD,BGD.6,BGD.6.1.10_1,165966.3075,206,805.6616869
BGD,BGD.6,BGD.6.1.11_1,183342.2687,180,1018.568159
BGD,BGD.6,BGD.6.1.12_1,243017.1575,318,764.2048978
BGD,BGD.6,BGD.6.1.13_1,363908.4397,395,921.2871891
BGD,BGD.6,BGD.6.2.1_1,184682.571,315,586.2938763
BGD,BGD.6,BGD.6.2.2_1,479947.0045,319,1504.536064
BGD,BGD.6,BGD.6.2.3_1,566735.0341,468,1210.972295
BGD,BGD.6,BGD.6.2.4_1,271133.92,190,1427.020631
BGD,BGD.6,BGD.6.2.5_1,322834.5269,234,1379.63473
BGD,BGD.6,BGD.6.2.6_1,291576.7712,227,1284.479168
BGD,BGD.6,BGD.6.2.7_1,500749.1216,415,1206.624389
BGD,BGD.6,BGD.6.3.1_1,252625.6814,223,1132.850589
BGD,BGD.6,BGD.6.3.2_1,69632.85496,120,580.2737914
BGD,BGD.6,BGD.6.3.3_1,196852.9245,233,844.8623367
BGD,BGD.6,BGD.6.3.4_1,354259.0062,269,1316.947979
BGD,BGD.6,BGD.6.3.5_1,437150.7796,417,1048.323212
BGD,BGD.6,BGD.6.3.6_1,173315.1086,159,1090.03213
BGD,BGD.6,BGD.6.3.7_1,201913.5856,165,1223.718701
BGD,BGD.6,BGD.6.3.8_1,177196.2572,201,881.5734191
BGD,BGD.6,BGD.6.3.9_1,452272.5369,461,981.0684097
BGD,BGD.6,BGD.6.4.1_1,253500.1314,194,1306.701708
BGD,BGD.6,BGD.6.4.2_1,257502.0655,292,881.8563888
BGD,BGD.6,BGD.6.4.3_1,,,
BGD,BGD.6,BGD.6.4.4_1,385738.2362,268,1439.321777
BGD,BGD.6,BGD.6.4.5_1,219567.3957,242,907.3032879
BGD,BGD.6,BGD.6.5.1_1,323738.3453,328,987.0071504
BGD,BGD.6,BGD.6.5.2_1,263534.7419,250,1054.138968
BGD,BGD.6,BGD.6.5.3_1,377676.9146,306,1234.238283
BGD,BGD.6,BGD.6.5.4_1,242948.4207,205,1185.114247
BGD,BGD.6,BGD.6.5.5_1,509636.9728,376,1355.417481
BGD,BGD.6,BGD.6.5.6_1,298981.8762,119,2512.452741
BGD,BGD.6,BGD.6.6.1_1,147304.621,205,718.5591269
BGD,BGD.6,BGD.6.6.2_1,193172.9944,308,627.1850466
BGD,BGD.6,BGD.6.6.3_1,268739.6688,311,864.1146907
BGD,BGD.6,BGD.6.6.4_1,384840.1524,344,1118.721373
BGD,BGD.6,BGD.6.6.5_1,137694.7132,187,736.3353648
BGD,BGD.6,BGD.6.7.1_1,309707.2023,290,1067.95587
BGD,BGD.6,BGD.6.7.2_1,406973.7701,266,1529.976579
BGD,BGD.6,BGD.6.7.3_1,244350.3125,143,1708.743444
BGD,BGD.6,BGD.6.7.4_1,572802.5794,519,1103.665856
BGD,BGD.6,BGD.6.7.5_1,341354.6505,263,1297.926428
BGD,BGD.6,BGD.6.7.6_1,414846.9449,410,1011.821817
BGD,BGD.6,BGD.6.7.7_1,791576.7733,321,2465.971256
BGD,BGD.6,BGD.6.7.8_1,152308.4334,132,1153.851768
BGD,BGD.6,BGD.6.8.1_1,221949.024,278,798.3777843
BGD,BGD.6,BGD.6.8.2_1,160603.8985,198,811.1308005
BGD,BGD.6,BGD.6.8.3_1,253939.1003,346,733.9280354
BGD,BGD.6,BGD.6.8.4_1,235901.1437,288,819.1011934
BGD,BGD.6,BGD.6.8.5_1,680885.0737,693,982.5181439
BGD,BGD.7,BGD.7.1.1_1,117153.0261,184,636.7012289
BGD,BGD.7,BGD.7.1.2_1,241105.4366,265,909.8318362
BGD,BGD.7,BGD.7.1.3_1,400560.1211,496,807.5808893
BGD,BGD.7,BGD.7.1.4_1,339148.7881,475,713.9974486
BGD,BGD.7,BGD.7.1.5_1,377607.3408,241,1566.835439
BGD,BGD.7,BGD.7.1.6_1,173894.7759,191,910.4438529
BGD,BGD.7,BGD.7.1.7_1,392362.9434,294,1334.567835
BGD,BGD.7,BGD.7.1.8_1,379335.4019,434,874.0447049
BGD,BGD.7,BGD.7.2.1_1,336302.1255,386,871.2490299
BGD,BGD.7,BGD.7.2.2_1,131824.3094,242,544.7285512
BGD,BGD.7,BGD.7.2.3_1,239276.7179,417,573.8050789
BGD,BGD.7,BGD.7.2.4_1,418618.9925,514,814.4338376
BGD,BGD.7,BGD.7.2.5_1,428072.2024,350,1223.063435
BGD,BGD.7,BGD.7.2.6_1,273225.8164,334,818.0413665
BGD,BGD.7,BGD.7.2.7_1,406018.2013,430,944.2283751
BGD,BGD.7,BGD.7.3.1_1,183706.185,190,966.8746577
BGD,BGD.7,BGD.7.3.2_1,489259.4532,434,1127.325929
BGD,BGD.7,BGD.7.3.3_1,223503.6742,307,728.0249975
BGD,BGD.7,BGD.7.3.4_1,286054.5341,407,702.836693
BGD,BGD.7,BGD.7.3.5_1,278509.3642,501,555.9069146
BGD,BGD.7,BGD.7.3.6_1,233592.6514,291,802.7238881
BGD,BGD.7,BGD.7.3.7_1,305705.3379,371,824.0036061
BGD,BGD.7,BGD.7.3.8_1,158418.21,332,477.1632833
BGD,BGD.7,BGD.7.3.9_1,139307.3001,264,527.6791671
BGD,BGD.7,BGD.7.3.10_1,370880.7883,277,1338.919813
BGD,BGD.7,BGD.7.3.11_1,253656.5857,314,807.8235214
BGD,BGD.7,BGD.7.4.1_1,409430.4863,387,1057.959913
BGD,BGD.7,BGD.7.4.2_1,316094.0969,247,1279.733186
BGD,BGD.7,BGD.7.4.3_1,283526.147,210,1350.12451
BGD,BGD.7,BGD.7.4.4_1,227690.3434,259,879.113295
BGD,BGD.7,BGD.7.4.5_1,321668.0036,191,1684.125673
BGD,BGD.7,BGD.7.4.6_1,163711.5539,113,1448.774813
BGD,BGD.7,BGD.7.4.7_1,413213.3298,276,1497.149746
BGD,BGD.7,BGD.7.4.8_1,320053.6537,477,670.9720203
BGD,BGD.7,BGD.7.4.9_1,252483.2215,272,928.247138
BGD,BGD.7,BGD.7.4.10_1,350106.1284,403,868.7496983
BGD,BGD.7,BGD.7.4.11_1,1092621.924,318,3435.918001
BGD,BGD.7,BGD.7.4.12_1,283978.7021,258,1100.692644
